gemeinde_name,ags_gemeinde,ags_kreis,kdu_region,source_document,valid_from,max_wohnflaeche_sqm_1p,max_wohnflaeche_sqm_2p,max_wohnflaeche_sqm_3p,max_wohnflaeche_sqm_4p,max_wohnflaeche_sqm_5p,max_wohnflaeche_sqm_addl,max_nettokaltmiete_eur_1p,max_nettokaltmiete_eur_2p,max_nettokaltmiete_eur_3p,max_nettokaltmiete_eur_4p,max_nettokaltmiete_eur_5p,max_nettokaltmiete_eur_addl,max_nettokaltmiete_eur_sqm,max_bruttokaltmiete_eur_1p,max_bruttokaltmiete_eur_2p,max_bruttokaltmiete_eur_3p,max_bruttokaltmiete_eur_4p,max_bruttokaltmiete_eur_5p,max_bruttokaltmiete_eur_addl,max_bruttokaltmiete_eur_sqm,wogg_mietstufe,notes,wogv_mietstufe,wogg_hoechstbetrag_eur_1p,wogg_hoechstbetrag_eur_2p,wogg_hoechstbetrag_eur_4p,kdu_vs_wogg_pct_1p,kdu_vs_wogg_pct_2p,kdu_vs_wogg_pct_4p
Lunden,01051071,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Marne,01051072,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,435.5,491.4,606.75,699.3,856.8,122.4,,1,"Vergleichsraum Süd (alt Mitte und Süd); Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,20.6,12.4,15
Marnerdeich,01051073,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,435.5,491.4,606.75,699.3,856.8,122.4,,1,"Vergleichsraum Süd (alt Mitte und Süd); Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,20.6,12.4,15
Meldorf,01051074,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,435.5,491.4,606.75,699.3,856.8,122.4,,1,"Vergleichsraum Süd (alt Mitte und Süd); Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,20.6,12.4,15
Neuenkirchen,01051075,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Neufeld,01051076,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,435.5,491.4,606.75,699.3,856.8,122.4,,1,"Vergleichsraum Süd (alt Mitte und Süd); Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,20.6,12.4,15
Neufelderkoog,01051077,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,435.5,491.4,606.75,699.3,856.8,122.4,,1,"Vergleichsraum Süd (alt Mitte und Süd); Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,20.6,12.4,15
Nindorf,01051078,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,435.5,491.4,606.75,699.3,856.8,122.4,,1,"Vergleichsraum Süd (alt Mitte und Süd); Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,20.6,12.4,15
Norddeich,01051079,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Norderheistedt,01051080,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Norderwöhrden,01051081,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Nordhastedt,01051082,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Odderade,01051083,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,435.5,491.4,606.75,699.3,856.8,122.4,,1,"Vergleichsraum Süd (alt Mitte und Süd); Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,20.6,12.4,15
Oesterdeichstrich,01051084,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Offenbüttel,01051085,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,435.5,491.4,606.75,699.3,856.8,122.4,,1,"Vergleichsraum Süd (alt Mitte und Süd); Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,20.6,12.4,15
Osterrade,01051086,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,435.5,491.4,606.75,699.3,856.8,122.4,,1,"Vergleichsraum Süd (alt Mitte und Süd); Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,20.6,12.4,15
Ostrohe,01051087,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Pahlen,01051088,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Quickborn,01051089,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,435.5,491.4,606.75,699.3,856.8,122.4,,1,"Vergleichsraum Süd (alt Mitte und Süd); Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,20.6,12.4,15
Ramhusen,01051090,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,435.5,491.4,606.75,699.3,856.8,122.4,,1,"Vergleichsraum Süd (alt Mitte und Süd); Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,20.6,12.4,15
Rehm-Flehde-Bargen,01051092,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Reinsbüttel,01051093,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Sankt Annen,01051096,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Sankt Michaelisdonn,01051097,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,435.5,491.4,606.75,699.3,856.8,122.4,,1,"Vergleichsraum Süd (alt Mitte und Süd); Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,20.6,12.4,15
Sarzbüttel,01051098,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,435.5,491.4,606.75,699.3,856.8,122.4,,1,"Vergleichsraum Süd (alt Mitte und Süd); Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,20.6,12.4,15
Schafstedt,01051099,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,435.5,491.4,606.75,699.3,856.8,122.4,,1,"Vergleichsraum Süd (alt Mitte und Süd); Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,20.6,12.4,15
Schalkholz,01051100,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Schlichting,01051102,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Schmedeswurth,01051103,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,435.5,491.4,606.75,699.3,856.8,122.4,,1,"Vergleichsraum Süd (alt Mitte und Süd); Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,20.6,12.4,15
Schrum,01051104,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,435.5,491.4,606.75,699.3,856.8,122.4,,1,"Vergleichsraum Süd (alt Mitte und Süd); Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,20.6,12.4,15
Schülp,01051105,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Stelle-Wittenwurth,01051107,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Strübbel,01051108,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Süderdeich,01051109,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Süderhastedt,01051110,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,435.5,491.4,606.75,699.3,856.8,122.4,,1,"Vergleichsraum Süd (alt Mitte und Süd); Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,20.6,12.4,15
Wöhrden,01051113,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Tellingstedt,01051114,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Tielenhemme,01051117,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Trennewurth,01051118,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,435.5,491.4,606.75,699.3,856.8,122.4,,1,"Vergleichsraum Süd (alt Mitte und Süd); Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,20.6,12.4,15
Volsemenhusen,01051119,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,435.5,491.4,606.75,699.3,856.8,122.4,,1,"Vergleichsraum Süd (alt Mitte und Süd); Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,20.6,12.4,15
Wallen,01051120,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Warwerort,01051121,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Weddingstedt,01051122,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Welmbüttel,01051125,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Wennbüttel,01051126,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,435.5,491.4,606.75,699.3,856.8,122.4,,1,"Vergleichsraum Süd (alt Mitte und Süd); Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,20.6,12.4,15
Wesselburen,01051127,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Wesselburener Deichhausen,01051128,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Wesselburenerkoog,01051129,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Wesseln,01051130,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Westerborstel,01051131,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Westerdeichstrich,01051132,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Wiemerstedt,01051133,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Windbergen,01051134,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,435.5,491.4,606.75,699.3,856.8,122.4,,1,"Vergleichsraum Süd (alt Mitte und Süd); Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,20.6,12.4,15
Wolmersdorf,01051135,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,435.5,491.4,606.75,699.3,856.8,122.4,,1,"Vergleichsraum Süd (alt Mitte und Süd); Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,20.6,12.4,15
Wrohm,01051136,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Nordermeldorf,01051137,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,435.5,491.4,606.75,699.3,856.8,122.4,,1,"Vergleichsraum Süd (alt Mitte und Süd); Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,20.6,12.4,15
Tensbüttel-Röst,01051138,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,435.5,491.4,606.75,699.3,856.8,122.4,,1,"Vergleichsraum Süd (alt Mitte und Süd); Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,20.6,12.4,15
Süderdorf,01051139,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Oesterwurth,01051140,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Süderheistedt,01051141,01051,Dithmarschen LK,Richtlinie_Kosten_der_Unterkunft_Dithmarschen.pdf,2025-01-01,50,60,75,90,105,10,,,,,,,,497.5,514.8,627,751.5,866.25,123.75,,1,"Vergleichsraum Nord; Bruttokaltmiete (Kaltmiete + Betriebskosten), Heizkosten extra",1,361,437,608,37.8,17.8,23.6
Albsfelde,01053001,01053,Herzogtum Lauenburg Kreis,KdU Herzogtum Lauenburg Kreis - 01.03.2025.pdf,2025-03-01,50,60,75,90,105,,,,,,,,,464.5,572.4,685.5,784.8,880.95,103.4,,2,"Vergleichsraum 1 (Ae. Berkenthin/Breitenfelde/Lauenb. Seen/Sandesneben); ab 6 Pers. Basis 860,20",2,408,493,686,13.8,16.1,14.4
Alt-Mölln,01053002,01053,Herzogtum Lauenburg Kreis,KdU Herzogtum Lauenburg Kreis - 01.03.2025.pdf,2025-03-01,50,60,75,90,105,,,,,,,,,464.5,572.4,685.5,784.8,880.95,103.4,,2,"Vergleichsraum 1 (Ae. Berkenthin/Breitenfelde/Lauenb. Seen/Sandesneben); ab 6 Pers. Basis 860,20",2,408,493,686,13.8,16.1,14.4
Aumühle,01053003,01053,Herzogtum Lauenburg Kreis,KdU Herzogtum Lauenburg Kreis - 01.03.2025.pdf,2025-03-01,50,60,75,90,105,,,,,,,,,484,620.4,787.5,954,1113,103.4,,2,"Vergleichsraum 6 (Amt Hohe Elbgeest); ab 6 Pers. Basis 860,20",2,408,493,686,18.6,25.8,39.1
Bäk,01053004,01053,Herzogtum Lauenburg Kreis,KdU Herzogtum Lauenburg Kreis - 01.03.2025.pdf,2025-03-01,50,60,75,90,105,,,,,,,,,464.5,572.4,685.5,784.8,880.95,103.4,,2,"Vergleichsraum 1 (Ae. Berkenthin/Breitenfelde/Lauenb. Seen/Sandesneben); ab 6 Pers. Basis 860,20",2,408,493,686,13.8,16.1,14.4
Bälau,01053005,01053,Herzogtum Lauenburg Kreis,KdU Herzogtum Lauenburg Kreis - 01.03.2025.pdf,2025-03-01,50,60,75,90,105,,,,,,,,,464.5,572.4,685.5,784.8,880.95,103.4,,2,"Vergleichsraum 1 (Ae. Berkenthin/Breitenfelde/Lauenb. Seen/Sandesneben); ab 6 Pers. Basis 860,20",2,408,493,686,13.8,16.1,14.4
Basedow,01053006,01053,Herzogtum Lauenburg Kreis,KdU Herzogtum Lauenburg Kreis - 01.03.2025.pdf,2025-03-01,50,60,75,90,105,,,,,,,,,450.5,542.3,672,760.5,860.2,103.4,,2,Vergleichsraum 8 (Amt Luetau),2,408,493,686,10.4,10,10.9
Basthorst,01053007,01053,Herzogtum Lauenburg Kreis,KdU Herzogtum Lauenburg Kreis - 01.03.2025.pdf,2025-03-01,50,60,75,90,105,,,,,,,,,470.5,550.2,693,838.8,924,103.4,,2,"Vergleichsraum 4 (Amt Schwarzenbek-Land, Amt Buechen); ab 6 Pers. Basis 860,20",2,408,493,686,15.3,11.6,22.3
Behlendorf,01053008,01053,Herzogtum Lauenburg Kreis,KdU Herzogtum Lauenburg Kreis - 01.03.2025.pdf,2025-03-01,50,60,75,90,105,,,,,,,,,464.5,572.4,685.5,784.8,880.95,103.4,,2,"Vergleichsraum 1 (Ae. Berkenthin/Breitenfelde/Lauenb. Seen/Sandesneben); ab 6 Pers. Basis 860,20",2,408,493,686,13.8,16.1,14.4
Berkenthin,01053009,01053,Herzogtum Lauenburg Kreis,KdU Herzogtum Lauenburg Kreis - 01.03.2025.pdf,2025-03-01,50,60,75,90,105,,,,,,,,,464.5,572.4,685.5,784.8,880.95,103.4,,2,"Vergleichsraum 1 (Ae. Berkenthin/Breitenfelde/Lauenb. Seen/Sandesneben); ab 6 Pers. Basis 860,20",2,408,493,686,13.8,16.1,14.4
Besenthal,01053010,01053,Herzogtum Lauenburg Kreis,KdU Herzogtum Lauenburg Kreis - 01.03.2025.pdf,2025-03-01,50,60,75,90,105,,,,,,,,,470.5,550.2,693,838.8,924,103.4,,2,"Vergleichsraum 4 (Amt Schwarzenbek-Land, Amt Buechen); ab 6 Pers. Basis 860,20",2,408,493,686,15.3,11.6,22.3
Bliestorf,01053011,01053,Herzogtum Lauenburg Kreis,KdU Herzogtum Lauenburg Kreis - 01.03.2025.pdf,2025-03-01,50,60,75,90,105,,,,,,,,,464.5,572.4,685.5,784.8,880.95,103.4,,2,"Vergleichsraum 1 (Ae. Berkenthin/Breitenfelde/Lauenb. Seen/Sandesneben); ab 6 Pers. Basis 860,20",2,408,493,686,13.8,16.1,14.4
Börnsen,01053012,01053,Herzogtum Lauenburg Kreis,KdU Herzogtum Lauenburg Kreis - 01.03.2025.pdf,2025-03-01,50,60,75,90,105,,,,,,,,,484,620.4,787.5,954,1113,103.4,,2,"Vergleichsraum 6 (Amt Hohe Elbgeest); ab 6 Pers. Basis 860,20",2,408,493,686,18.6,25.8,39.1
Borstorf,01053013,01053,Herzogtum Lauenburg Kreis,KdU Herzogtum Lauenburg Kreis - 01.03.2025.pdf,2025-03-01,50,60,75,90,105,,,,,,,,,464.5,572.4,685.5,784.8,880.95,103.4,,2,"Vergleichsraum 1 (Ae. Berkenthin/Breitenfelde/Lauenb. Seen/Sandesneben); ab 6 Pers. Basis 860,20",2,408,493,686,13.8,16.1,14.4
